7,126E-02	9,644E+00	4,723E-05	4,251E-04	1,739E+00	1,565E+01	6,429E-03	5,786E-02	1,603E-01	1,901E+01	2,413E-04	2,413E-03	2,6512E+00	2,2059E+01	2,0853E-04	1,8767E-03	2,848E+00	1,910E+02	1,848E-02	1,663E-01	8,4667E-01	1,4553E+03	3,7217E-02	3,3495E-01	7,573E-02	9,234E+02	1,292E-02	1,162E-01
7,917E-02	1,072E+01	5,248E-05	4,723E-04	1,932E+00	1,739E+01	7,144E-03	6,429E-02	1,781E-01	2,112E+01	2,681E-04	2,681E-03	2,9458E+00	2,4510E+01	2,3170E-04	2,0853E-03	3,164E+00	2,122E+02	2,054E-02	1,848E-01	9,6597E-01	1,7779E+03	6,4630E-02	5,8167E-01	8,415E-02	1,008E+03	1,435E-02	1,291E-01
5,8335E-04	1,0984E+00	1,4238E-05	1,2814E-04	1,135E-01	1,021E+00	6,007E-04	5,406E-03	1,26E-03	2,05E+00	1,85E-05	2,03E-04	3,5766E-03	1,4674E+00	3,6112E-06	3,2501E-05	1,566E-02	1,864E+01	1,645E-02	1,480E-01	6,634E-03	4,100E+02	4,595E-02	4,135E-01	2,99E-04	4,99E+01	3,89E-03	3,50E-02
2,9167E-03	5,4922E+00	7,1192E-05	6,4072E-04	5,674E-01	5,107E+00	3,004E-03	2,703E-02	6,30E-03	1,02E+01	9,24E-05	1,02E-03	1,7883E-02	7,3368E+00	1,8056E-05	1,6251E-04	3,914E-02	4,659E+01	4,112E-02	3,701E-01	1,327E-02	8,201E+02	9,190E-02	8,271E-01	5,98E-04	9,98E+01	7,78E-03	7,00E-02
5,8335E-03	1,0984E+01	1,4238E-04	1,2814E-03	1,135E+00	1,021E+01	6,007E-03	5,406E-02	1,26E-02	2,05E+01	1,85E-04	2,03E-03	3,5766E-02	1,4674E+01	3,6112E-05	3,2501E-04	7,829E-02	9,318E+01	8,224E-02	7,401E-01	2,730E-02	1,100E+03	1,842E-01	1,658E+00	1,20E-03	2,00E+02	1,56E-02	1,40E-01
1,1667E-02	2,1969E+01	2,8477E-04	2,5629E-03	2,270E+00	2,043E+01	1,201E-02	1,081E-01	2,52E-02	4,09E+01	3,70E-04	4,07E-03	7,1532E-02	2,9347E+01	7,2225E-05	6,5002E-04	1,566E-01	1,864E+02	1,645E-01	1,480E+00	4,749E-02	1,211E+03	2,856E-01	2,570E+00	2,39E-03	3,99E+02	3,11E-02	2,80E-01
1,7500E-02	3,2953E+01	4,2715E-04	3,8443E-03	3,404E+00	3,064E+01	1,802E-02	1,622E-01	3,78E-02	6,14E+01	5,54E-04	6,10E-03	1,0730E-01	4,4021E+01	1,0834E-04	9,7503E-04	3,131E-01	3,727E+02	3,290E-01	2,961E+00	6,323E-02	1,243E+03	5,111E-01	4,600E+00	3,59E-03	5,99E+02	4,67E-02	4,20E-01
2,3334E-02	4,3938E+01	5,6953E-04	5,1258E-03	4,539E+00	4,085E+01	2,403E-02	2,163E-01	5,04E-02	8,19E+01	7,39E-04	8,13E-03	1,4306E-01	5,8694E+01	1,4445E-04	1,3000E-03	4,697E-01	5,591E+02	4,934E-01	4,441E+00	9,774E-02	1,455E+03	2,739E+00	2,465E+01	4,79E-03	7,99E+02	6,23E-02	5,60E-01
2,9167E-02	5,4922E+01	7,1192E-04	6,4072E-03	5,674E+00	5,107E+01	3,004E-02	2,703E-01	6,30E-02	1,02E+02	9,24E-04	1,02E-02	1,7883E-01	7,3368E+01	1,8056E-04	1,6251E-03	6,263E-01	7,454E+02	6,579E-01	5,921E+00	1,236E-01	1,892E+03	7,208E+00	6,487E+01	5,86E-03	8,85E+02	7,79E-02	7,01E-01
3,5001E-02	6,5907E+01	8,5430E-04	7,6887E-03	6,809E+00	6,128E+01	3,604E-02	3,244E-01	7,56E-02	1,23E+02	1,11E-03	1,22E-02	2,1460E-01	8,8042E+01	2,1667E-04	1,9501E-03	7,829E-01	8,875E+02	8,224E-01	7,402E+00	1,564E-01	2,348E+03	1,269E+01	1,142E+02	1,17E-02	1,13E+03	1,63E-01	1,46E+00
4,0834E-02	7,6891E+01	9,9668E-04	8,9701E-03	7,944E+00	7,149E+01	4,205E-02	3,784E-01	8,82E-02	1,43E+02	1,29E-03	1,42E-02	2,5036E-01	1,0272E+02	2,5279E-04	2,2751E-03	1,566E+00	1,181E+03	1,694E+00	1,525E+01	1,869E-01	2,816E+03	1,876E+01	1,689E+02	3,40E-02	1,60E+03	1,98E+00	1,79E+01
4,6668E-02	8,7875E+01	1,1391E-03	1,0252E-02	9,078E+00	8,171E+01	4,806E-02	4,325E-01	1,01E-01	1,64E+02	1,48E-03	1,63E-02	2,8613E-01	1,1739E+02	2,8890E-04	2,6001E-03	3,131E+00	1,927E+03	4,392E+01	3,953E+02	1,205E-01	3,301E+03	2,517E+01	2,266E+02	7,37E-02	2,88E+03	9,98E+00	8,98E+01
5,2501E-02	9,8860E+01	1,2814E-03	1,1533E-02	1,021E+01	9,192E+01	5,406E-02	4,866E-01	1,13E-01	1,84E+02	1,66E-03	1,83E-02	3,2190E-01	1,3206E+02	3,2501E-04	2,9251E-03	7,850E+00	5,742E+03	3,925E+02	3,532E+03	7,719E-02	3,804E+03	3,178E+01	2,861E+02	2,83E-01	4,16E+03	2,03E+01	1,82E+02
5,8335E-02	1,0984E+02	1,4238E-03	1,2814E-02	1,135E+01	1,021E+02	6,007E-02	5,406E-01	1,26E-01	2,05E+02	1,85E-03	2,03E-02	3,5766E-01	1,4674E+02	3,6112E-04	3,2501E-03	1,203E+01	1,273E+04	1,025E+03	9,226E+03	9,189E-01	8,850E+03	1,011E+02	9,098E+02	3,08E-01	5,47E+03	3,13E+01	2,82E+02
